"67709ae1-696c-8012-b3ec-4656d37e0edf","Gerenciar Impressoras no Browser",1735432929.535397
"672a6f34-4808-8012-b341-d4b7e59d7562","Estudo sobre consciência e neuroimagem",1730834228.538858
"6726883e-04f0-8012-9623-2e1ab6222883","Envelhecimento no Conceito Rosacruz",1730578494.203664
"66f33628-cd78-8012-83fa-14b22818346e","InDesign para Artigos Científicos",1727215145.207822
"66fc3a6d-0bb8-8012-ace3-1d30063f0e90","Éter e Física Quântica",1727806061.582448
"98a1a8ec-691f-41b7-927e-c2cbbb2c7884","Análise Conceito Rosacruz Consciência",1724352582.023637
"66ef5026-67e4-8012-b881-04a3743c0c0d","Estrutura de Artigo Científico",1726959654.584559
"66eeac9d-5180-8012-a8c7-a5591d35244a","Conceito Rosacruz PDF em Espanhol",1726917789.493419
"037514b3-fd9d-430e-ac1b-161e408cce53","Resumo e Tabela Transfusões",1722640723.97518
"94800971-e84a-45ac-8534-5e083cb13e85","Teorias da Consciência Analisadas",1722467879.083811
"fb042e8e-11d7-4db7-8e73-e0ded6864c49","Resumo Artigo Tríade Sombria",1722120269.556135
"12b97fdf-8279-401b-9e88-b47cdc045a80","Nature of Qualia Analysis",1721951754.982138
"14237d2d-fa49-4c04-9494-1b5977958b29","Comparação Espiritual-Científica: Consciência",1720991875.50295
"f2f72b2a-f817-4b71-a554-946fbdec3e46","Transformacao Psicologica por Ensinamentos",1721055970.651869
"8d7931c7-8fe5-4600-af83-6bf7a8d192d4","Livros de Ennio Dinucci",1721010042.49952
"a22b4f1f-98fc-4f78-854d-6622e126506e","Consciência humana e IA",1719180909.81596
"3c75aa46-248f-415b-9cb1-b90586860338","Tradução de IA solicitada",1720649837.463638
"2e21e488-fa95-478c-b181-726d3d30ec77","Biodesign Course Inquiry",1718582152.519099
"b22d5c82-ccf0-407e-a159-b8b0e8792fee","Lei de Moore Confirmada",1718198785.669912
"1b4999f5-03f6-40a0-a364-8a800f391599","Relatório Leitura Pós-Doutorado",1716250114.204415
"b271541b-a1c8-4682-939e-5d40b8caa220","Paradoxo de Moravec",1717856764.2754
"818d2552-1928-400b-9212-f91deb0a38eb","Onda Digital RDFI & Blockchain",1712260623.653137
"ff400042-6ae6-44fa-89a8-ca44f81f98cf","RFID & Blockchain Integration",1712181470.734023
"33a45164-3623-4581-88dd-c93b0df7a95b","Ética na IA.",1714005004.345114
"65101dc3-bbae-470d-8128-8da62829a092","Blockchain Research Brainstorm",1711933831.850524
"f1482b7c-0489-4a49-a16f-61d6f6245727","Ação Afirmativa Avaliada Críticamente",1713400116.283427
"766a375f-e4a9-45de-acdb-c61c8d739329","Revistas Brasileiras Qualificadas.",1712931010.222881
"bfbc63bc-8222-4aad-8d23-f240b1dad9dc","Projeto RFID/Blockchain para prefeituras",1712106364.393741
"e5969745-d1ec-4c65-8ad5-f3af87c8b6c5","Resumo de PDF Ai.",1711380016.951992
"68ac0702-d200-465a-afd1-4857df772dd7","Blockchain Technology: Research Overview",1711678527.864918
"204cc75f-4427-4f39-9a00-0b0a5f5f3adc","Blockchain for Neurodata Privacy",1711337903.417283
"3dc23335-32a3-4405-8e9e-36df3d3d6f2a","Neurociência e interfaces cerebrais.",1711208558.952261
"36125208-e37b-4041-8cb4-f8b824a25c58","Brainstorm para artigo científico",1711025648.871977
"44f0a06f-a94e-4bc4-a0e0-ded6012cc195","Citar e Referenciar Leis",1711245813.181668
"86e6bbc2-ff4b-4c65-9f8a-0e8e8eaad873","Questões Jurídicas Brasileiras: Orientações.",1710366464.03635
"f3725e17-3cc9-4e18-a8ae-c3ddc7a34fdb","Hackathon Questionnaire Assistance",1710241187.222765
"725c59da-bac7-43d5-9c03-c6a49453fdfd","Video Creation for Digital Media",1709905668.499032
"239e0d26-ec5d-454f-b31b-3dceed5ccfe8","GovPro: Líder em RFID & Blockchain",1708218069.204042
"68197c6b-becd-489a-ae55-62b5a28351ed","Imagens RFID e Blockchain.",1708429863.545591
"29fe7578-a354-492e-8bca-0085f3af841a","Imagens RFID & Blockchain",1707781906.615736
"5d4b2c3d-36b3-45cd-ac2c-cb8b2408feec","InDesign: Páginas com 2 Colunas",1708378399.19234
"bf1cbb7d-5567-4198-bec3-b56cea363337","Folder RFID/Blockchain para Cacau Show",1706021029.588119
"f8e3cc5e-6302-4a1e-8362-a1f1dde45dfe","Leitura de RFID em Loja",1706128154.633958
"3cb06cb0-ac02-413b-b891-98313253fad2","RFID in food supply.",1707696800.478226
"b3145fcf-4e5a-484a-9bcb-eeab6ae61871","Controle de Ativos com RFID",1707612794.250494
"5a39b0b4-40bc-4737-849b-4d3065164600","Melhores Ilustradores Técnicos.",1707610313.291813
"06db780b-a618-49b6-95ed-11ca0c69e11e","Gestão de tarefas com softwares",1707391309.768373
"353ccfbc-0eba-49b3-ab1c-c85d47927f02","Folder Motorola ",1706732499.879374
"1ceccbdd-713b-46dc-83bd-d9e5cfa6839c","Plano Anticorrupção São Paulo",1706732330.49433
"9b00d1c7-7543-46c2-9795-3c7c1fcd7c8c","Identificação de Modelo de Placa",1706276722.632239
"05f743be-3506-4cf3-9470-81e4b425973c","Folder RFID e Blockchain Cacau Show",1706099664.77102
"b5cb700d-416b-47b2-a07e-e3cfcee3f2ba","Revisão de Estudo Python",1704845719.437891
"6d21225e-e576-48b0-84bf-6e8bc284e462","iPhone com Fire TV",1704292815.510823
"bcac6256-08b8-4266-96c6-e15050c7d310","Problemas com OctoPrint Android",1703720748.856533
"58704be4-bb9c-4fca-be5a-e9f2c48dc19f","RFID alta temperatura ",1700695192.897353
"6b780768-ab80-4567-a4bb-a6898d28bf6b","Prova de Conceito RFID & Blockchain ",1699957495.523484
"fa4d4ee1-c261-4ad5-a072-3eaaf3190935","Criar Página Pessoal Online",1699813465.619793
"651a7169-46b2-4dc7-a4f0-e22269e4e221","Importar arquivo 2D no Fusion.",1699022484.283153
"13edc387-f064-4397-b881-a3bb3ade229e","Desenvolvimento de sistema RFID.",1698967541.407492
"d96b7254-0d4a-44b2-ab54-b85f3279b993","Melhor blockchain para contratos",1698967151.097409
"09e1a59e-effe-4aed-914c-15c2e7d7d12a","Curso Introdução à Data Science",1698589321.331093
"f61ad043-975e-46bf-ade8-69fdc8638be2","Atualização do site GOVPRO",1697027307.09258
"4cf13614-3777-4e19-b445-7362e70b843c","Produtos GOVPRO ",1695911281.007775
"cca2ff4b-2af3-4df7-bcaa-1a8a6ab5ee75","Leitor RFID Arduino",1695593220.924429
"13044fa6-12d8-406e-8f97-56a71ccb768a","Artigo Científico ",1694439889.514423
